ram_gb,ssd,hdd,display_size,price,Marca,Marca del Procesador,Modelo del Procesador,Sistema Operativo
8,0,1024,15.6,42517.44,acer,intel,core i5,linux
4,128,0,15.6,37589.04,hp,intel,core i3,windows
4,0,500,14.0,41824.8,lenovo,intel,core i5,windows
4,0,1024,15.6,24634.008,lenovo,intel,core i5,no os
4,0,500,15.6,21152.16,hp,intel,core i3,windows
8,512,0,15.6,92121.12,lenovo,intel,core i7,windows
4,128,0,15.6,26586.72,lenovo,intel,core i3,windows
8,256,0,15.6,59513.2272,dell,intel,core i5,windows
16,256,1024,17.3,143802.72,dell,intel,core i7,windows
8,0,1024,17.3,28992.312,hp,intel,core i3,windows
8,0,1024,17.3,68198.4,hp,intel,core i7,windows
4,0,500,15.6,11934.72,asus,intel,core,linux
6,128,1024,17.3,50562.72,lenovo,intel,core i7,windows
4,0,1024,15.6,32921.712,dell,intel,core i3,windows
4,32,0,11.6,18594.72,acer,intel,core,windows
4,128,0,15.6,33566.4,lenovo,intel,core i3,windows
16,512,0,13.3,104695.2,hp,intel,core,windows
8,128,1024,15.6,44701.92,asus,intel,core i5,windows
8,128,0,13.3,85194.72,dell,intel,core i5,windows
4,0,500,15.6,51095.52,dell,intel,core i5,windows
4,0,500,15.6,18328.32,lenovo,intel,core,windows
4,0,500,14.0,52747.2,lenovo,intel,core i5,windows
8,0,500,17.3,99153.5472,hp,intel,core i5,windows
8,0,2048,14.0,20725.92,hp,intel,core,windows
8,256,0,15.6,44222.4,lenovo,intel,core i5,windows
4,0,500,15.6,36496.8,lenovo,intel,core i5,windows
16,512,0,14.0,99367.2,toshiba,intel,core i7,windows
32,256,1024,17.3,141884.64,lenovo,intel,core i7,windows
16,512,1024,17.3,145401.12,msi,intel,core i7,windows
8,256,0,15.6,39907.2528,dell,intel,core i7,linux
8,0,500,15.6,53733.9456,dell,intel,core i5,windows
4,128,0,13.3,38308.32,hp,intel,core i3,windows
16,256,0,15.6,81912.1392,dell,intel,core i7,windows
4,16,0,11.6,15717.6,dell,intel,core,chrome os
16,128,1024,17.3,125154.72,msi,intel,core i7,windows
16,256,1024,17.3,79813.44,hp,intel,core i7,windows
12,256,0,14.0,89137.44,lenovo,intel,core i7,windows
12,0,1024,15.6,32447.52,lenovo,intel,core i7,windows
8,128,1024,17.3,94305.6,asus,intel,core i5,windows
8,0,1024,15.6,39373.92,asus,intel,core i5,windows
4,128,0,31.6,32127.84,dell,intel,core,windows
16,128,1024,15.6,90522.72,samsung,intel,core i7,windows
4,0,500,17.3,28185.12,lenovo,intel,core i3,no os
8,0,1024,15.6,24455.52,lenovo,intel,core i3,windows
8,512,0,13.3,107892.0,lenovo,intel,core i7,windows
8,256,0,14.0,78534.72,lenovo,intel,core i5,windows
8,256,0,12.5,88977.6,dell,intel,core i5,windows
8,256,0,15.6,93932.64,dell,intel,core i7,windows
8,256,0,15.6,64948.32,hp,intel,core i7,windows
4,0,500,15.6,35616.6144,hp,intel,core i3,windows
4,32,0,14.0,17529.12,acer,intel,core,windows
16,128,1024,17.3,117162.72,msi,intel,core i7,windows
4,0,1024,15.6,24775.2,dell,intel,core i3,linux
16,256,2048,15.6,122490.72,msi,intel,core i7,windows
8,256,0,15.6,74538.72,toshiba,intel,core i7,windows
6,0,1024,15.6,30049.92,lenovo,intel,core i5,windows
8,256,0,15.6,69210.72,lenovo,intel,core i7,windows
4,128,0,14.0,18594.72,acer,intel,core,windows
16,0,1024,15.6,46833.6528,dell,intel,core i7,windows
4,0,1024,15.6,23650.992,dell,intel,core i3,linux
4,0,1024,15.6,19127.52,dell,intel,core i3,linux
4,0,500,15.6,46300.32,dell,intel,core i5,linux
8,128,1024,17.3,62231.04,asus,intel,core i7,windows
8,512,0,15.6,74005.92,hp,intel,core i7,windows
16,256,1024,15.6,120831.5808,msi,intel,core i7,windows
4,32,0,11.6,20193.12,acer,intel,core,chrome os
8,256,0,14.0,59886.72,hp,intel,core i5,windows
8,256,0,14.0,78055.2,lenovo,intel,core i5,windows
4,0,1024,15.6,41345.28,dell,intel,core i5,windows
4,0,500,15.6,49656.96,hp,intel,core i5,windows
4,128,0,15.6,24935.04,lenovo,intel,core i5,no os
6,0,1024,13.3,34046.4528,asus,intel,core i5,windows
16,512,0,14.0,101232.0,asus,intel,core i7,windows
16,256,1024,15.6,78801.12,dell,intel,core i7,windows
4,256,0,15.6,44169.12,lenovo,intel,core i5,windows
4,0,1024,15.6,30849.12,lenovo,intel,core i3,windows
8,0,1024,15.6,21258.72,asus,intel,core,windows
8,0,1024,15.6,48304.7136,asus,intel,core i5,windows
8,256,0,13.3,99580.32,dell,intel,core i5,windows
2,32,0,14.0,13266.72,lenovo,intel,core,windows
8,256,0,13.3,93635.3376,lenovo,intel,core i7,windows
16,1024,0,15.6,127818.72,dell,intel,core i7,windows
8,128,1024,15.6,59087.52,lenovo,intel,core i7,windows
16,512,0,14.0,130536.0,lenovo,intel,core i7,windows
8,0,1024,15.6,62284.32,asus,intel,core i7,no os
4,0,500,15.6,23976.0,acer,intel,core i3,windows
4,32,0,14.0,14598.72,lenovo,intel,core,windows
8,256,0,14.0,48964.32,acer,intel,core i5,windows
8,256,0,13.3,64628.64,toshiba,intel,core i5,windows
8,256,0,12.5,84395.52,lenovo,intel,core i7,windows
32,512,0,17.3,149130.72,asus,intel,core i7,windows
8,0,1024,15.6,37775.52,acer,intel,core i5,linux
8,256,0,13.3,77250.672,dell,intel,core i5,windows
8,128,1024,15.6,63499.104,msi,intel,core i7,windows
4,0,500,15.6,19441.872,hp,intel,core i3,no os
8,0,500,15.6,56689.92,toshiba,intel,core i5,windows
8,256,0,15.6,48964.32,dell,intel,core i7,windows
16,256,2048,15.6,60472.8,dell,intel,core i7,windows
8,128,1024,15.6,63722.88,lenovo,intel,core i7,windows
8,256,0,14.0,65481.12,dell,intel,core i5,windows
4,0,500,15.6,22324.32,lenovo,intel,core,windows
4,0,500,15.6,28504.8,lenovo,intel,core i5,windows
6,0,1024,15.6,28717.92,hp,intel,core i3,windows
8,128,1024,17.3,79215.1056,msi,intel,core i7,windows
4,128,0,15.6,26533.44,toshiba,intel,core i3,windows
8,0,1024,15.6,39693.6,hp,intel,core i7,windows
8,256,0,15.6,67026.24,toshiba,intel,core i5,windows
4,128,0,15.6,21951.36,acer,intel,core i3,linux
8,256,0,13.5,99519.048,microsoft,intel,core i7,windows s
8,128,1024,15.6,43580.376,lenovo,intel,core i5,windows
8,256,0,13.3,55091.52,lenovo,intel,core i5,windows
4,128,0,14.0,37242.72,hp,intel,core i3,windows
16,256,1024,15.6,68944.32,msi,intel,core i7,windows
8,256,0,14.0,60472.8,asus,intel,core i5,windows
8,64,0,11.6,26373.6,hp,intel,core,chrome os
16,256,0,15.6,69210.72,acer,intel,core i5,windows
8,256,0,15.6,53168.112,msi,intel,core i5,windows
4,128,0,15.6,22324.32,asus,intel,core,windows
16,128,1024,15.6,109277.28,dell,intel,core i5,windows
4,256,0,17.3,37242.72,hp,intel,core i3,windows
8,512,0,13.3,79866.72,lenovo,intel,core i7,windows
16,256,1024,15.6,149916.6,dell,intel,core i7,windows
4,0,500,15.6,32639.8608,hp,intel,core i5,windows
4,0,1024,15.6,29073.2976,dell,intel,core i3,windows
4,0,500,15.6,16943.04,lenovo,intel,core,windows
4,32,0,14.0,19980.0,acer,intel,core,chrome os
4,256,0,14.0,37242.72,lenovo,intel,core i5,windows
8,0,500,17.3,101657.7072,hp,intel,core i7,windows
8,256,0,14.0,137995.2,lenovo,intel,core i7,windows
8,256,0,13.3,51841.44,toshiba,intel,core i5,windows
4,32,0,11.6,14332.32,acer,intel,core,windows
16,512,0,14.0,93186.72,lenovo,intel,core i7,windows
4,64,0,12.5,35644.32,asus,intel,core,chrome os
16,512,0,13.3,100006.56,toshiba,intel,core i7,windows
8,0,1024,15.6,43636.32,dell,intel,core i5,windows
4,0,2048,15.6,33110.856,lenovo,intel,core i5,windows
4,0,500,15.6,23976.0,lenovo,intel,core i3,no os
8,256,0,15.6,42357.6,dell,intel,core i5,windows
1,256,0,13.3,53226.72,acer,intel,core i5,windows
16,512,0,15.6,98834.4,lenovo,intel,core i7,windows
8,256,0,14.0,63456.48,lenovo,intel,core i5,windows
8,128,1024,15.6,66546.72,lenovo,intel,core i7,windows
8,256,0,14.0,58021.92,dell,intel,core i5,linux
8,0,1024,15.6,38681.28,dell,intel,core i5,linux
4,32,0,14.0,15877.44,asus,intel,core,windows
16,512,0,15.6,76012.4448,dell,intel,core i5,windows
8,256,0,14.0,45664.6896,lenovo,intel,core i5,windows
8,256,0,15.6,62817.12,dell,intel,core i5,windows
8,256,0,17.3,63936.0,hp,intel,core i7,windows
64,512,0,14.0,89864.1792,lenovo,intel,core i7,windows
8,256,0,13.3,44574.048,hp,intel,core i5,windows
8,256,0,14.0,79866.72,lenovo,intel,core i5,windows
8,128,1024,17.3,71847.0144,msi,intel,core i7,windows
4,0,1024,15.6,26101.872,lenovo,intel,core i5,no os
4,0,1024,13.3,34578.72,dell,intel,core i3,windows
8,0,1024,15.6,31409.6256,dell,intel,core i5,linux
16,128,1024,17.3,103096.8,acer,intel,core i7,windows
12,0,1024,15.6,34578.72,dell,intel,core i5,windows
4,0,500,15.6,29783.52,acer,intel,core i5,windows
8,256,0,13.3,51148.8,lenovo,intel,core i5,windows
4,0,1024,15.6,41505.12,lenovo,intel,core i7,windows
16,256,0,15.6,128884.32,hp,intel,core i7,windows
8,0,1024,13.3,35111.52,dell,intel,core i5,windows
16,256,1024,15.6,111593.8944,msi,intel,core i7,windows
4,0,500,15.6,21887.424,acer,intel,core i3,windows
8,128,1024,15.6,64308.96,dell,intel,core i7,windows
8,256,0,15.6,35431.2,dell,intel,core i3,windows
8,256,0,14.0,81784.8,toshiba,intel,core i5,windows
8,256,0,14.0,53226.72,lenovo,intel,core i5,windows
2,32,0,14.0,17582.4,acer,intel,core,chrome os
16,256,0,13.3,87858.72,samsung,intel,core i7,windows
8,256,0,14.0,60031.1088,dell,intel,core i5,windows
4,128,0,11.6,25308.0,lenovo,intel,core,windows
8,256,0,15.6,101232.0,hp,intel,core i5,windows
4,0,1024,15.6,30849.12,asus,intel,core i5,no os
4,256,0,15.6,45282.672,asus,intel,core i7,windows
8,256,0,13.3,63882.72,lenovo,intel,core i5,windows
8,128,1024,15.6,58554.72,hp,intel,core i5,windows
8,256,0,15.6,83170.08,hp,intel,core i7,windows
4,256,0,15.6,31914.72,acer,intel,core i5,windows
8,128,1024,15.6,55837.44,lenovo,intel,core i7,windows
16,256,0,12.5,99047.52,dell,intel,core i7,windows
8,256,0,13.3,60153.12,asus,intel,core i5,windows
4,0,500,13.3,45234.72,dell,intel,core i3,windows
4,128,0,13.3,34898.4,acer,intel,core i5,windows
4,0,1024,17.3,25059.7152,asus,intel,core,windows
16,128,1024,15.6,58554.72,dell,intel,core i7,windows
8,256,0,13.3,85194.72,samsung,intel,core i7,windows
4,0,1024,15.6,15877.44,acer,intel,core,linux
16,0,0,15.6,62938.0656,dell,intel,core i7,windows
16,256,0,15.0,95850.72,samsung,intel,core i7,windows
4,128,0,14.0,54345.6,toshiba,intel,core i5,windows
8,0,1024,15.6,58554.72,dell,intel,core i7,windows
12,0,2048,15.6,44701.92,asus,intel,core i7,windows
16,512,0,15.6,126273.6,lenovo,intel,core i7,windows
4,128,0,14.0,33886.08,acer,intel,core i3,windows
8,128,0,15.6,31003.632,asus,intel,core,windows
16,256,1024,17.3,125208.0,asus,intel,core i7,windows
16,512,0,14.0,93985.92,toshiba,intel,core i7,windows
8,0,1024,15.6,17529.12,lenovo,intel,core,no os
16,512,0,14.0,122490.72,lenovo,intel,core i7,windows
16,256,1024,14.0,100752.48,msi,intel,core i7,windows
8,128,1024,15.6,58021.92,msi,intel,core i5,windows
4,0,1024,15.6,53226.72,lenovo,intel,core i7,windows
16,256,1024,17.3,122490.72,acer,intel,core i7,windows
8,256,0,15.6,52480.8,dell,intel,core i5,windows
8,128,1024,15.6,71341.92,asus,intel,core i7,windows
8,512,0,13.3,104961.6,lenovo,intel,core i7,windows
8,256,0,15.6,51095.52,lenovo,intel,core i5,windows
8,512,0,12.0,62071.2,apple,intel,core,mac
8,256,0,14.0,124142.4,lenovo,intel,core i5,windows
4,32,0,14.0,15930.72,asus,intel,core,windows
8,128,0,15.6,43156.8,dell,intel,core i5,windows
8,256,0,13.9,71874.72,lenovo,intel,core i7,windows
8,256,0,15.6,39373.92,dell,intel,core i3,windows
8,256,0,15.6,110017.872,hp,intel,core i7,windows
8,256,0,15.6,58554.72,asus,intel,core i5,windows
8,256,0,13.3,79866.72,dell,intel,core i5,windows
8,256,0,15.6,93186.72,dell,intel,core i5,windows
4,128,0,11.6,39640.32,dell,intel,core,windows
8,256,0,12.5,74005.92,hp,intel,core i5,windows
4,0,500,15.6,41558.4,toshiba,intel,core i5,windows
16,512,0,15.6,89457.12,dell,intel,core i7,windows
4,0,1024,15.6,32447.52,lenovo,intel,core i5,windows
12,0,1024,17.3,93186.72,hp,intel,core i7,windows
16,512,1024,17.3,128671.2,msi,intel,core i7,windows
8,256,0,13.3,79866.72,samsung,intel,core i5,windows
8,0,1024,15.6,51202.08,dell,intel,core i7,windows
8,256,0,15.6,42081.0768,dell,intel,core i5,windows
8,256,0,14.0,99047.52,lenovo,intel,core i7,windows
4,16,0,11.6,20512.8,hp,intel,core,chrome os
16,128,1024,17.3,133467.4656,dell,intel,core i7,windows
4,0,500,14.0,40226.4,dell,intel,core i5,windows
4,0,500,15.6,26101.872,lenovo,intel,core i3,windows
4,128,0,14.0,58075.2,toshiba,intel,core i5,windows
8,512,0,14.0,133146.72,lenovo,intel,core i7,windows
8,256,0,15.6,63882.72,msi,intel,core i5,windows
8,256,0,14.0,99900.0,lenovo,intel,core i5,windows
4,128,0,14.0,26586.72,toshiba,intel,core,windows
8,256,0,13.3,72354.24,asus,intel,core i5,windows
4,0,500,14.0,31168.8,dell,intel,core i3,windows
4,32,0,11.6,18914.4,acer,intel,core,chrome os
8,128,0,14.0,32980.32,acer,intel,core i3,windows
16,512,0,14.0,111834.72,lenovo,intel,core i7,windows
4,0,1024,15.6,27652.32,asus,intel,core i5,linux
8,256,0,14.0,63190.08,lenovo,intel,core i5,windows
8,256,0,14.0,87912.0,lenovo,intel,core i5,windows
16,256,1024,15.6,147832.2864,dell,intel,core i7,windows
16,256,1024,17.3,128884.32,asus,intel,core i7,windows
4,0,500,15.6,35644.32,toshiba,intel,core i3,windows
4,16,0,14.0,17316.0,lenovo,intel,core,chrome os
8,0,128,15.6,31435.2,asus,intel,core i5,windows
16,512,1024,17.3,95850.72,asus,intel,core i7,windows
8,0,1024,17.3,48484.8,hp,intel,core i5,windows
8,128,0,15.6,38041.3872,dell,intel,core i5,windows
8,512,0,14.0,99633.6,hp,intel,core i7,windows
4,256,0,15.6,39373.92,dell,intel,core i7,windows
4,32,0,11.6,32767.2,hp,intel,core,chrome os
8,512,0,13.3,54665.28,asus,intel,core i5,windows
8,256,0,13.3,121318.56,hp,intel,core i5,windows
8,512,0,14.0,78215.04,hp,intel,core i7,windows
4,128,0,15.6,15930.72,hp,intel,core,no os
16,128,1024,15.6,101178.72,asus,intel,core i7,windows
8,0,1024,17.3,46087.2,dell,intel,core i7,linux
8,256,0,14.0,101391.84,lenovo,intel,core i7,windows
8,256,0,15.6,41931.36,asus,intel,core i7,windows
8,128,0,15.6,50349.6,dell,intel,core i5,windows
4,0,1024,15.6,23922.72,asus,intel,core,windows
8,256,0,13.3,136343.52,hp,intel,core i7,windows
8,0,1024,13.3,34578.72,dell,intel,core i5,windows
4,0,1024,15.6,24988.32,lenovo,intel,core i3,no os
8,0,1024,15.6,45323.1648,lenovo,intel,core i5,windows
8,256,0,15.6,71874.72,hp,intel,core i5,windows
4,128,0,13.3,68464.8,toshiba,intel,core i5,windows
8,0,1024,15.6,54185.76,lenovo,intel,core i5,no os
16,512,0,13.3,119347.2,dell,intel,core i7,windows
4,0,500,15.6,48484.8,hp,intel,core i5,windows
8,256,0,13.3,58341.6,toshiba,intel,core i5,windows
8,256,0,13.3,103896.0,lenovo,intel,core i7,windows
8,256,0,14.0,48058.56,acer,intel,core i5,windows
8,0,1024,15.6,94731.84,dell,intel,core i7,windows
4,0,500,15.6,56210.4,lenovo,intel,core i5,windows
4,0,1024,15.6,25521.12,lenovo,intel,core i3,no os
8,256,0,15.6,73952.64,toshiba,intel,core i7,windows
4,180,0,13.3,39160.8,lenovo,intel,core i3,windows
16,256,0,15.0,98514.72,samsung,intel,core i7,windows
8,256,0,12.5,90043.2,dell,intel,core i7,windows
4,0,1024,15.6,21258.1872,asus,intel,core,linux
4,128,1024,15.6,48618.0,dell,intel,core i5,windows
4,256,0,15.6,44701.92,hp,intel,core i5,windows
4,256,0,13.3,90576.0,hp,intel,core i5,windows
4,0,500,15.6,36486.144,hp,intel,core i5,windows
4,32,0,14.1,18541.44,asus,intel,core,windows
8,0,1024,15.6,35644.32,lenovo,intel,core i7,windows
4,0,500,15.6,19660.32,dell,intel,core,windows
4,256,0,13.3,95850.72,hp,intel,core i5,windows
4,0,1024,15.6,24279.696,dell,intel,core i3,linux
12,128,1024,17.3,72988.272,asus,intel,core i5,windows
4,32,0,11.6,15824.16,acer,intel,core,chrome os
4,128,0,14.0,67399.2,hp,intel,core i5,windows
16,256,0,13.3,74538.72,hp,intel,core i7,windows
8,256,0,15.0,90522.72,samsung,intel,core i7,windows
8,256,0,14.0,95850.72,lenovo,intel,core i5,windows
16,512,2048,17.3,141138.72,msi,intel,core i7,windows
8,256,0,13.3,78588.0,toshiba,intel,core i5,windows
8,0,1024,15.6,49497.12,dell,intel,core i7,linux
8,0,1024,15.6,47952.0,hp,intel,core i7,windows
4,0,1024,15.6,32713.92,dell,intel,core i3,windows
8,0,500,15.6,49816.8,dell,intel,core i5,windows
8,512,0,13.3,107257.968,dell,intel,core i7,windows
32,512,0,17.3,68145.12,asus,intel,core i7,windows
16,256,0,13.3,87858.72,dell,intel,core i7,windows
8,256,0,14.0,109170.72,lenovo,intel,core i7,windows
8,512,0,15.6,104588.1072,lenovo,intel,core i5,windows
8,512,0,12.5,79014.24,hp,intel,core i7,windows
4,16,0,15.6,19127.52,acer,intel,core,chrome os
8,128,1024,15.6,42037.92,lenovo,intel,core i5,windows
8,256,0,14.0,64202.4,dell,intel,core i5,windows
6,256,0,15.6,42037.92,lenovo,intel,core i7,windows
8,256,0,15.6,54291.7872,hp,intel,core i7,windows
4,0,1024,15.6,26586.72,acer,intel,core i3,windows
4,128,0,13.3,46939.68,lenovo,intel,core i5,windows
8,256,0,13.3,51148.8,hp,intel,core i5,windows
16,256,1024,17.3,85194.72,msi,intel,core i7,windows
8,128,1024,15.6,59668.8048,msi,intel,core i5,windows
4,0,1024,15.6,36496.2672,dell,intel,core i5,windows
8,256,0,15.6,69103.6272,hp,intel,core i7,windows
8,512,0,13.3,97236.0,lenovo,intel,core i5,windows
4,0,500,15.6,38889.072,dell,intel,core i5,windows
8,256,0,12.5,87912.0,lenovo,intel,core i7,windows
8,256,0,15.6,62071.2,hp,intel,core i5,windows
4,0,1024,15.6,37725.4368,dell,intel,core i5,windows
4,0,500,14.0,61218.72,hp,intel,core i5,windows
4,0,1024,15.6,16463.52,lenovo,intel,core,windows
4,0,500,12.5,84129.12,hp,intel,core i5,windows
4,0,1024,15.6,15392.592,hp,intel,core,no os
16,1024,0,13.3,95850.72,lenovo,intel,core i7,windows
4,128,0,14.0,58874.4,toshiba,intel,core i5,windows
8,256,0,12.5,88924.32,hp,intel,core i5,windows
4,0,1024,15.6,29762.208,dell,intel,core i3,windows
8,128,1024,15.6,63882.72,msi,intel,core i7,windows
16,512,1024,17.3,146946.24,dell,intel,core i7,windows
8,128,1024,17.3,74538.72,hp,intel,core i5,windows
4,0,1024,17.3,28238.4,asus,intel,core,windows
4,0,500,15.6,32980.32,acer,intel,core i5,windows
8,256,0,15.6,59620.32,toshiba,intel,core i5,windows
8,256,0,11.3,69210.72,lenovo,intel,core,windows
8,256,0,12.5,78438.816,dell,intel,core i5,windows
8,0,1024,15.6,36496.8,lenovo,intel,core i7,no os
4,0,1024,17.3,35111.52,dell,intel,core i3,windows
4,32,0,14.0,18594.72,acer,intel,core,chrome os
8,8,0,15.6,119826.72,hp,intel,core i7,windows
8,256,0,14.0,94572.0,dell,intel,core i7,windows
8,256,0,13.3,77788.8,toshiba,intel,core i5,windows
8,64,0,12.5,61751.52,asus,intel,core,chrome os
8,256,0,14.0,79333.3872,lenovo,intel,core i7,windows
8,256,0,13.3,101178.72,dell,intel,core i5,windows
4,256,0,11.6,41292.0,hp,intel,core,windows
8,256,0,13.3,67559.04,dell,intel,core i7,windows
4,32,0,11.6,20725.92,acer,intel,core,chrome os
8,256,0,13.3,81784.8,toshiba,intel,core i5,windows
8,256,0,12.5,93772.8,lenovo,intel,core i5,windows
12,128,1024,15.6,53759.52,acer,intel,core i5,windows
8,512,0,12.5,95371.2,toshiba,intel,core i7,windows
8,0,1024,15.6,45101.52,hp,intel,core i5,windows
4,0,1024,15.6,24808.2336,dell,intel,core i3,linux
4,0,500,15.6,43956.0,dell,intel,core i5,windows
4,0,500,15.6,36496.8,hp,intel,core i3,windows
6,256,0,15.6,37029.6,lenovo,intel,core i5,windows
16,512,0,13.3,101178.72,dell,intel,core i7,windows
8,256,0,14.0,104587.5744,dell,intel,core i7,windows
32,256,1024,17.3,149184.0,dell,intel,core i7,windows
8,256,0,14.0,62870.4,toshiba,intel,core i5,windows
16,256,1024,17.3,109218.672,asus,intel,core i7,windows
8,128,1024,15.6,52161.12,hp,intel,core i5,windows
4,508,0,14.0,53386.56,lenovo,intel,core i5,windows
16,512,2048,15.6,95850.72,asus,intel,core i7,windows
16,256,1024,17.3,93186.72,asus,intel,core i7,windows
12,512,0,15.6,69210.72,dell,intel,core i7,windows
4,128,0,13.3,63669.6,toshiba,intel,core i5,windows
4,0,500,14.0,48751.2,toshiba,intel,core i5,windows
4,0,500,15.6,31914.72,dell,intel,core i5,windows
8,0,1024,15.6,42943.68,hp,intel,core i5,windows
8,128,1024,15.6,63349.92,lenovo,intel,core i7,windows
8,0,1024,15.6,39906.72,dell,intel,core i7,windows
8,128,0,14.0,59620.32,dell,intel,core i5,windows
8,512,0,12.5,101658.24,hp,intel,core,windows
4,128,1024,15.6,26586.72,hp,intel,core i3,windows
4,128,0,15.6,14418.6336,lenovo,intel,core,no os
8,256,0,15.6,71874.72,lenovo,intel,core i5,windows
8,256,0,13.3,61272.0,asus,intel,core i5,windows
8,256,0,13.3,71874.72,hp,intel,core i7,windows
4,0,500,15.6,20246.4,acer,intel,core,windows
16,256,1024,15.6,95850.72,asus,intel,core i7,windows
8,512,0,14.0,111301.92,hp,intel,core i7,windows
8,128,1024,15.6,67132.8,acer,intel,core i7,windows
8,256,0,13.3,63349.92,hp,intel,core i5,windows
4,128,0,15.6,29144.16,dell,intel,core i3,windows
4,0,500,14.0,41505.12,hp,intel,core i5,windows
4,128,0,13.3,63669.6,toshiba,intel,core i5,windows
4,256,0,14.0,58607.4672,hp,intel,core i5,windows
4,256,0,14.0,64202.4,hp,intel,core i5,windows
8,256,0,14.0,77202.72,hp,intel,core i7,windows
8,256,0,14.0,55904.5728,hp,intel,core i5,windows
4,0,500,14.0,36443.52,hp,intel,core i3,windows
8,1024,0,15.6,50562.72,dell,intel,core i5,windows
4,0,500,12.5,81997.92,hp,intel,core i5,windows
4,256,0,14.0,84715.2,hp,intel,core i5,windows
8,256,0,14.0,100550.5488,hp,intel,core i7,windows
4,0,500,13.3,42624.0,hp,intel,core i3,windows
8,256,0,13.3,64468.8,toshiba,intel,core i5,windows
4,256,0,15.6,41025.0672,hp,intel,core i3,windows
8,256,0,14.0,79387.2,toshiba,intel,core i5,windows
8,256,0,14.0,118761.12,hp,intel,core i7,windows
4,0,1024,15.6,42410.3472,dell,intel,core i3,windows
8,256,0,13.3,84715.2,toshiba,intel,core i5,windows
8,256,0,13.3,61218.72,hp,intel,core i5,windows
8,256,0,14.0,63159.7104,hp,intel,core i7,windows
8,0,500,15.6,55754.3232,dell,intel,core i5,windows
4,256,0,12.5,83063.52,hp,intel,core i5,windows
4,0,500,14.0,63349.92,hp,intel,core i5,windows
4,0,500,14.0,56476.8,hp,intel,core i5,windows
8,256,0,13.3,86526.72,dell,intel,core i5,windows
8,256,0,17.3,57542.4,hp,intel,core i5,windows
4,256,0,14.0,51841.44,hp,intel,core i5,windows
8,128,1024,17.3,63499.104,msi,intel,core i7,windows
8,256,0,14.0,63669.6,hp,intel,core i5,windows
8,256,0,15.6,65480.5872,hp,intel,core i7,windows
8,256,0,12.5,71874.72,hp,intel,core i7,windows
4,0,500,15.6,39533.76,hp,intel,core i5,windows
8,256,0,14.0,91908.0,toshiba,intel,core i7,windows
8,256,0,15.6,56633.976,dell,intel,core i5,windows
8,256,0,14.0,53839.9728,hp,intel,core i5,windows
4,256,0,15.6,45128.16,lenovo,intel,core i7,windows
16,256,0,15.6,75924.0,toshiba,intel,core i7,windows
8,256,0,15.6,55922.688,lenovo,intel,core i5,windows
4,0,500,14.0,53280.0,hp,intel,core i5,windows
8,256,500,15.6,112065.9552,hp,intel,core i5,windows
8,256,0,14.0,78268.32,hp,intel,core i5,windows
16,256,1024,17.3,82351.6992,msi,intel,core i7,windows
16,128,1024,17.3,122010.6672,lenovo,intel,core i7,windows
4,16,0,11.6,15339.312,asus,intel,core,chrome os
16,256,0,14.0,139593.6,lenovo,intel,core i7,windows
8,0,1024,15.6,52161.12,hp,intel,core i7,windows
8,256,0,15.6,58288.32,dell,intel,core i5,windows
4,256,0,15.6,52161.12,hp,intel,core i5,windows
16,1024,0,13.3,120093.12,dell,intel,core i7,windows
4,0,500,15.6,37570.392,hp,intel,core i3,windows
4,0,500,15.6,26586.72,hp,intel,core i5,no os
12,256,0,13.3,69210.72,dell,intel,core i7,windows
16,256,1024,15.6,96916.32,msi,intel,core i7,windows
16,0,1024,17.3,53173.44,asus,intel,core i7,no os
4,0,1024,15.6,29783.52,dell,intel,core i5,windows
16,0,2048,15.6,52746.6672,dell,intel,core i7,windows
16,256,1024,15.6,102777.12,msi,intel,core i7,windows
8,256,0,13.3,77682.24,dell,intel,core i7,windows
8,256,0,13.3,42517.9728,dell,intel,core i7,windows
16,256,1024,15.6,70809.12,dell,intel,core i7,windows
8,256,0,12.0,69264.0,apple,intel,core,mac
4,0,500,15.6,25679.8944,dell,intel,core i3,windows
4,0,500,15.6,63882.72,hp,intel,core i5,windows
8,256,0,12.5,63882.72,hp,intel,core i5,windows
8,256,0,13.3,58075.2,hp,intel,core i7,windows
8,256,0,12.5,91294.7472,lenovo,intel,core i7,windows
8,0,1024,17.3,35111.52,lenovo,intel,core i5,windows
4,0,1024,15.6,52054.56,lenovo,intel,core i5,windows
16,256,1024,17.3,133146.72,msi,intel,core i7,windows
4,0,500,15.6,28771.2,lenovo,intel,core i5,windows
4,0,500,15.6,50083.2,hp,intel,core i5,windows
8,512,0,12.5,74538.72,lenovo,intel,core,windows
16,512,0,13.3,109170.72,hp,intel,core i7,windows
8,256,0,15.6,39960.0,dell,intel,core i5,windows
4,0,500,14.0,54931.1472,hp,intel,core i5,windows
8,256,0,15.6,79653.6,hp,intel,core i7,windows
8,180,0,14.0,63882.72,lenovo,intel,core i5,windows
4,32,0,13.3,32767.2,hp,intel,core,chrome os
4,0,500,15.6,20965.1472,dell,intel,core,linux
4,0,1024,15.6,18434.3472,hp,intel,core i3,no os
8,256,1024,17.3,85194.72,asus,intel,core i7,windows
4,256,0,13.3,43601.688,dell,intel,core i5,windows
4,128,0,12.5,85194.72,hp,intel,core i5,windows
8,256,1024,15.6,42570.72,acer,intel,core i5,windows
